dt,x,y,position,velocity,acceleration,jerk,heading
0.010000,-47.356031,-8.502271,-54.20626,-47.811549,13.303508,-4.8708,-0.865917
0.010000,-47.663954,-8.866294,-54.68305,-47.679053,13.249575,-5.393328,-0.871455
0.010000,-47.969027,-9.23099,-55.158522,-47.547145,13.190803,-5.877187,-0.876898
0.010000,-48.271292,-9.596315,-55.63268,-47.41587,13.127518,-6.328511,-0.882247
0.010000,-48.570788,-9.962227,-56.105533,-47.285268,13.060135,-6.738338,-0.887501
0.010000,-48.867558,-10.328684,-56.577087,-47.155379,12.988935,-7.119928,-0.892661
0.010000,-49.161642,-10.695646,-57.047349,-47.026237,12.914247,-7.468798,-0.897728
0.010000,-49.453082,-11.063075,-57.516328,-46.897872,12.836445,-7.780261,-0.902703
0.010000,-49.74192,-11.430932,-57.984031,-46.770314,12.755772,-8.067235,-0.907585
0.010000,-50.028198,-11.799181,-58.450467,-46.643589,12.672521,-8.325107,-0.912377
0.010000,-50.311957,-12.167788,-58.915644,-46.517719,12.587027,-8.549396,-0.917077
0.010000,-50.593239,-12.536717,-59.379571,-46.392724,12.499499,-8.752874,-0.921688
0.010000,-50.872086,-12.905936,-59.842258,-46.268622,12.410216,-8.928252,-0.926208
0.010000,-51.148539,-13.275414,-60.303712,-46.145427,12.319427,-9.078892,-0.93064
0.010000,-51.42264,-13.645119,-60.763943,-46.023154,12.227349,-9.207826,-0.934984
0.010000,-51.69443,-14.015021,-61.222962,-45.901812,12.134241,-9.310824,-0.93924
0.010000,-51.963951,-14.385092,-61.680776,-45.781409,12.040246,-9.399488,-0.94341
0.010000,-52.231243,-14.755303,-62.137395,-45.661953,11.945629,-9.461702,-0.947493
0.010000,-52.496347,-15.125627,-62.59283,-45.543447,11.850555,-9.507339,-0.951491
0.010000,-52.759304,-15.496039,-63.047089,-45.425895,11.755193,-9.536238,-0.955404
0.010000,-53.020154,-15.866513,-63.500182,-45.309298,11.659736,-9.545665,-0.959233
0.010000,-53.278937,-16.237023,-63.952118,-45.193655,11.564314,-9.542278,-0.962979
0.010000,-53.535692,-16.607547,-64.402908,-45.078964,11.469118,-9.519517,-0.966642
0.010000,-53.79046,-16.978061,-64.85256,-44.965221,11.374245,-9.487363,-0.970222
0.010000,-54.043278,-17.348543,-65.301084,-44.852423,11.279869,-9.437587,-0.973722
0.010000,-54.294186,-17.718972,-65.74849,-44.740562,11.18609,-9.377901,-0.977141
0.010000,-54.543221,-18.089325,-66.194786,-44.629631,11.093043,-9.304727,-0.98048
0.010000,-54.790423,-18.459583,-66.639982,-44.519623,11.000827,-9.221538,-0.983739
0.010000,-55.035828,-18.829726,-67.084088,-44.410528,10.909543,-9.128371,-0.98692
0.010000,-55.279475,-19.199734,-67.527111,-44.302334,10.819307,-9.023601,-0.990023
0.010000,-55.521399,-19.56959,-67.969061,-44.195033,10.730186,-8.912114,-0.993048
0.010000,-55.761637,-19.939273,-68.409947,-44.08861,10.642289,-8.789712,-0.995997
0.010000,-56.000225,-20.308768,-68.849778,-43.983053,10.555667,-8.662255,-0.998869
0.010000,-56.2372,-20.678056,-69.288561,-43.878349,10.470424,-8.524287,-1.001666
0.010000,-56.472597,-21.047122,-69.726306,-43.774483,10.386597,-8.382657,-1.004388
0.010000,-56.706449,-21.415947,-70.163021,-43.67144,10.304273,-8.232375,-1.007036
0.010000,-56.938793,-21.784517,-70.598713,-43.569205,10.22349,-8.078343,-1.00961
0.010000,-57.169662,-22.152816,-71.03339,-43.467762,10.144325,-7.916512,-1.012111
0.010000,-57.39909,-22.520829,-71.467061,-43.367094,10.066812,-7.751299,-1.014539
0.010000,-57.627111,-22.88854,-71.899733,-43.267184,9.990993,-7.581928,-1.016895
0.010000,-57.853757,-23.255935,-72.331413,-43.168015,9.916938,-7.405511,-1.01918
0.010000,-58.079061,-23.623001,-72.762109,-43.069568,9.84464,-7.229753,-1.021394
0.010000,-58.303055,-23.989722,-73.191827,-42.971826,9.774176,-7.046391,-1.023537
0.010000,-58.525772,-24.356085,-73.620575,-42.874771,9.705557,-6.861913,-1.02561
0.010000,-58.747242,-24.722076,-74.048359,-42.778382,9.638831,-6.672555,-1.027614
0.010000,-58.967498,-25.087683,-74.475185,-42.682643,9.573992,-6.483989,-1.029549
0.010000,-59.186568,-25.452892,-74.90106,-42.587532,9.511103,-6.288814,-1.031415
0.010000,-59.404485,-25.817691,-75.325991,-42.49303,9.450165,-6.093805,-1.033213
0.010000,-59.621278,-26.182067,-75.749982,-42.399118,9.391199,-5.896649,-1.034943
0.010000,-59.836976,-26.546006,-76.17304,-42.305776,9.334223,-5.697547,-1.036606
0.010000,-60.051609,-26.909498,-76.595169,-42.212983,9.279275,-5.494798,-1.038202
0.010000,-60.265206,-27.272529,-77.016377,-42.12072,9.226331,-5.294414,-1.039731
0.010000,-60.477796,-27.635088,-77.436666,-42.028965,9.175439,-5.089196,-1.041194
0.010000,-60.689406,-27.997163,-77.856043,-41.937699,9.126595,-4.88439,-1.042592
